// START_AIRPORTS
Airports = { Source BRU CPH GVA BHX BRS LGW MAN NCL GOT TXL FRA HAM MUC PRG VIE BLQ FLR MXP TRN VCE LYS MRS NCE SXB TLS Sink };
// STOP_AIRPORTS
Distance = { Short, Medium, Long };

MaxSpill = 0.3;

Fleets = { 
  BAE
  AR1
  AR8
};

fleetInfo = #[ 
  BAE: #< aircrafts: 6,    //no of aircrafts per fleet
          dist: Short,     //type of fleet
          seats: 84,      //no of seats
          refuelT:12,      //Time on ground to refuel
          a: 18000,        //fixed cost param
          b: 2>#          //variable cost param
          
  AR1: #< aircrafts: 12,
          dist: Medium,
          seats: 150,
          refuelT:12,
          a: 15000,
          b: 2># 
                  
  AR8: #< aircrafts: 14,
          dist: Long,
          seats: 200,
          refuelT:12,
          a: 14000,
          b: 2>#       

]#;

//Flights in the schedule
// for every flight:
//    id    //flight id
//    depA  //departure airport
//    depT  //departure time 
//    arrA  //arrival airport
//    arrT  //arrival time 
//    dist  //long-medium-short distance flight
//    pax   //passenger demand (no of passengers)
//    price //ticket price 
//
// E.G. < 0, ABZ, 87, AMS, 337, Medium, 137, 3000>
// START_FLIGHTLEGS
flightLegs = {
< 0, BRU, 470, BHX, 545, Short, 85, 387>
< 429, GVA, 9500, BRU, 9580, Short, 85, 538>
< 430, BRU, 360, PRG, 450, Short, 71, 579>
< 431, BRU, 3240, PRG, 3330, Short, 42, 741>
< 432, BRU, 4680, PRG, 4770, Short, 42, 741>
< 433, BRU, 6120, PRG, 6210, Short, 42, 741>
< 434, PRG, 480, BRU, 570, Short, 90, 567>
< 435, PRG, 3360, BRU, 3450, Short, 59, 559>
< 436, PRG, 4800, BRU, 4890, Short, 59, 559>
< 437, PRG, 6240, BRU, 6330, Short, 59, 559>
< 438, BRU, 560, PRG, 650, Short, 39, 778>
< 439, BRU, 3440, PRG, 3530, Short, 101, 588>
< 440, BRU, 7715, PRG, 7805, Short, 34, 780>
< 441, PRG, 680, BRU, 770, Short, 94, 753>
< 442, PRG, 3560, BRU, 3650, Short, 94, 743>
< 443, PRG, 7835, BRU, 7925, Short, 43, 780>
< 444, BRU, 835, PRG, 930, Short, 92, 729>
< 445, BRU, 6595, PRG, 6690, Short, 92, 729>
< 446, BRU, 9475, PRG, 9570, Short, 92, 729>
< 447, BRU, 2275, PRG, 2370, Short, 36, 705>
< 448, PRG, 2400, BRU, 2495, Short, 109, 745>
< 449, PRG, 6720, BRU, 6815, Short, 53, 719>
< 450, PRG, 9600, BRU, 9695, Short, 53, 719>
< 451, BRU, 1075, PRG, 1165, Short, 64, 726>
< 452, BRU, 2515, PRG, 2605, Short, 64, 726>
< 453, BRU, 3955, PRG, 4045, Short, 64, 726>
< 454, BRU, 5395, PRG, 5485, Short, 64, 726>
< 455, BRU, 6835, PRG, 6925, Short, 64, 726>
< 456, BRU, 9715, PRG, 9805, Short, 64, 726>
< 457, PRG, 1200, BRU, 1290, Short, 105, 835>
< 458, PRG, 2640, BRU, 2730, Short, 105, 835>
< 459, PRG, 4080, BRU, 4170, Short, 105, 835>
< 460, PRG, 5520, BRU, 5610, Short, 105, 835>
< 461, PRG, 6960, BRU, 7050, Short, 105, 835>
< 462, PRG, 9840, BRU, 9930, Short, 105, 835>
< 463, BRU, 360, VIE, 470, Short, 74, 1146>
< 464, VIE, 510, BRU, 620, Short, 31, 738>
< 465, BRU, 795, VIE, 905, Short, 42, 1025>
< 466, BRU, 3675, VIE, 3785, Short, 42, 1025>
< 467, BRU, 5115, VIE, 5225, Short, 42, 1025>
< 468, BRU, 9435, VIE, 9545, Short, 42, 1025>
< 469, BRU, 2235, VIE, 2345, Short, 70, 1067>
< 470, BRU, 6555, VIE, 6665, Short, 70, 1067>
< 471, VIE, 2400, BRU, 2510, Short, 86, 757>
< 472, VIE, 6720, BRU, 6830, Short, 86, 757>
< 473, VIE, 3840, BRU, 3950, Short, 109, 926>
< 474, VIE, 5280, BRU, 5390, Short, 109, 926>
< 475, VIE, 9600, BRU, 9710, Short, 109, 926>
< 476, BRU, 1040, VIE, 1155, Short, 37, 1146>
< 477, BRU, 2480, VIE, 2595, Short, 37, 1146>
< 478, BRU, 3920, VIE, 4035, Short, 37, 1146>
< 479, BRU, 5360, VIE, 5475, Short, 37, 1146>
< 480, BRU, 6800, VIE, 6915, Short, 37, 1146>
< 481, BRU, 9680, VIE, 9795, Short, 37, 1146>
< 482, VIE, 1185, BRU, 1295, Short, 45, 742>
< 483, VIE, 2625, BRU, 2735, Short, 45, 742>
< 484, VIE, 4065, BRU, 4175, Short, 45, 742>
< 485, VIE, 5505, BRU, 5615, Short, 45, 742>
< 486, VIE, 6945, BRU, 7055, Short, 45, 742>
< 487, VIE, 9825, BRU, 9935, Short, 45, 742>
< 488, BRU, 1135, VIE, 1245, Short, 107, 718>
< 489, BRU, 2575, VIE, 2685, Short, 107, 718>
< 490, BRU, 4015, VIE, 4125, Short, 107, 718>
< 491, BRU, 5455, VIE, 5565, Short, 107, 718>
< 492, BRU, 6895, VIE, 7005, Short, 107, 718>
< 493, BRU, 9775, VIE, 9885, Short, 107, 718>
< 494, VIE, 355, BRU, 470, Short, 65, 728>
< 495, VIE, 1795, BRU, 1910, Short, 65, 728>
< 496, VIE, 3235, BRU, 3350, Short, 65, 728>
< 497, VIE, 4675, BRU, 4790, Short, 65, 728>
< 498, VIE, 6115, BRU, 6230, Short, 65, 728>
< 499, VIE, 7555, BRU, 7670, Short, 65, 728>
< 500, BRU, 525, BLQ, 625, Short, 57, 731>
< 501, BRU, 1965, BLQ, 2065, Short, 57, 731>
< 502, BRU, 3405, BLQ, 3505, Short, 57, 731>
< 503, BRU, 4845, BLQ, 4945, Short, 57, 731>
< 504, BRU, 6285, BLQ, 6385, Short, 57, 731>
< 505, BLQ, 665, BRU, 775, Short, 50, 992>
< 506, BLQ, 2105, BRU, 2215, Short, 50, 992>
< 507, BLQ, 3545, BRU, 3655, Short, 50, 992>
< 508, BLQ, 4985, BRU, 5095, Short, 50, 992>
< 509, BLQ, 6425, BRU, 6535, Short, 50, 992>
< 510, BRU, 1200, BLQ, 1300, Short, 95, 784>
< 511, BRU, 2640, BLQ, 2740, Short, 95, 784>
< 512, BRU, 4080, BLQ, 4180, Short, 95, 784>
< 513, BRU, 5520, BLQ, 5620, Short, 95, 784>
< 514, BRU, 6960, BLQ, 7060, Short, 95, 784>
< 515, BRU, 9840, BLQ, 9940, Short, 95, 784>
< 516, BLQ, 330, BRU, 440, Short, 81, 931>
< 517, BLQ, 1770, BRU, 1880, Short, 81, 931>
< 518, BLQ, 3210, BRU, 3320, Short, 81, 931>
< 519, BLQ, 4650, BRU, 4760, Short, 81, 931>
< 520, BLQ, 6090, BRU, 6200, Short, 81, 931>
< 521, BLQ, 7530, BRU, 7640, Short, 81, 931>
< 522, BRU, 340, MXP, 440, Short, 84, 553>
< 523, BRU, 3220, MXP, 3320, Short, 36, 793>
< 524, BRU, 4660, MXP, 4760, Short, 36, 793>
< 525, BRU, 6100, MXP, 6200, Short, 49, 562>
< 526, MXP, 480, BRU, 575, Short, 109, 600>
< 527, MXP, 3360, BRU, 3455, Short, 69, 748>
< 528, MXP, 4800, BRU, 4895, Short, 69, 748>
< 529, MXP, 6240, BRU, 6335, Short, 39, 631>
< 530, BRU, 1000, MXP, 1095, Short, 101, 709>
< 531, BRU, 2440, MXP, 2535, Short, 90, 523>
< 532, BRU, 3880, MXP, 3975, Short, 31, 627>
< 533, BRU, 6760, MXP, 6855, Short, 43, 652>
< 534, MXP, 1135, BRU, 1230, Short, 67, 721>
< 535, MXP, 2575, BRU, 2670, Short, 65, 511>
< 536, MXP, 4015, BRU, 4110, Short, 106, 517>
< 537, MXP, 6895, BRU, 6990, Short, 94, 741>
< 538, BRU, 460, MXP, 555, Short, 80, 671>
< 539, BRU, 1900, MXP, 1995, Short, 80, 671>
< 540, BRU, 3340, MXP, 3435, Short, 80, 671>
< 541, BRU, 4780, MXP, 4875, Short, 80, 671>
< 542, BRU, 6220, MXP, 6315, Short, 80, 671>
< 543, BRU, 9100, MXP, 9195, Short, 80, 671>
< 544, BRU, 7720, MXP, 7815, Short, 39, 513>
< 545, MXP, 595, BRU, 690, Short, 57, 815>
< 546, MXP, 2035, BRU, 2130, Short, 57, 815>
< 547, MXP, 3475, BRU, 3570, Short, 57, 815>
< 548, MXP, 4915, BRU, 5010, Short, 57, 815>
< 549, MXP, 6355, BRU, 6450, Short, 57, 815>
< 550, MXP, 9235, BRU, 9330, Short, 57, 815>
< 551, MXP, 7855, BRU, 7950, Short, 34, 503>
< 552, BRU, 830, MXP, 925, Short, 78, 563>
< 553, BRU, 2270, MXP, 2365, Short, 78, 563>
< 554, BRU, 3710, MXP, 3805, Short, 78, 563>
< 555, BRU, 5150, MXP, 5245, Short, 78, 563>
< 556, BRU, 6590, MXP, 6685, Short, 78, 563>
< 557, BRU, 9470, MXP, 9565, Short, 78, 563>
< 558, MXP, 965, BRU, 1060, Short, 47, 505>
< 559, MXP, 2405, BRU, 2500, Short, 47, 505>
< 560, MXP, 3845, BRU, 3940, Short, 47, 505>
< 561, MXP, 5285, BRU, 5380, Short, 47, 505>
< 562, MXP, 6725, BRU, 6820, Short, 47, 505>
< 563, MXP, 9605, BRU, 9700, Short, 47, 505>
< 564, BRU, 1150, MXP, 1245, Short, 108, 658>
< 565, BRU, 2590, MXP, 2685, Short, 108, 658>
< 566, BRU, 4030, MXP, 4125, Short, 108, 658>
< 567, BRU, 5470, MXP, 5565, Short, 108, 658>
< 568, BRU, 6910, MXP, 7005, Short, 108, 658>
< 569, BRU, 9790, MXP, 9885, Short, 108, 658>
< 570, MXP, 330, BRU, 430, Short, 35, 733>
< 571, MXP, 1770, BRU, 1870, Short, 35, 733>
< 572, MXP, 3210, BRU, 3310, Short, 35, 733>
< 573, MXP, 4650, BRU, 4750, Short, 35, 733>
< 574, MXP, 6090, BRU, 6190, Short, 35, 733>
< 575, MXP, 7530, BRU, 7630, Short, 35, 733>
< 576, BRU, 330, TRN, 425, Short, 53, 631>
< 577, BRU, 1770, TRN, 1865, Short, 53, 631>
< 578, BRU, 3210, TRN, 3305, Short, 53, 631>
< 579, BRU, 4650, TRN, 4745, Short, 53, 631>
< 580, BRU, 6090, TRN, 6185, Short, 53, 631>
< 581, TRN, 455, BRU, 550, Short, 77, 561>
< 582, TRN, 1895, BRU, 1990, Short, 77, 561>
< 583, TRN, 3335, BRU, 3430, Short, 77, 561>
< 584, TRN, 4775, BRU, 4870, Short, 77, 561>
< 585, TRN, 6215, BRU, 6310, Short, 77, 561>
< 586, BRU, 870, TRN, 960, Short, 70, 566>
< 587, BRU, 2310, TRN, 2400, Short, 70, 566>
< 588, BRU, 3750, TRN, 3840, Short, 70, 566>
< 589, BRU, 5190, TRN, 5280, Short, 70, 566>
< 590, BRU, 6630, TRN, 6720, Short, 70, 566>
< 591, BRU, 9510, TRN, 9600, Short, 70, 566>
< 592, TRN, 990, BRU, 1090, Short, 55, 815>
< 593, TRN, 2430, BRU, 2530, Short, 55, 815>
< 594, TRN, 3870, BRU, 3970, Short, 55, 815>
< 595, TRN, 5310, BRU, 5410, Short, 55, 815>
< 596, TRN, 6750, BRU, 6850, Short, 55, 815>
< 597, TRN, 9630, BRU, 9730, Short, 55, 815>
< 598, BRU, 330, VCE, 430, Short, 35, 788>
< 599, BRU, 4650, VCE, 4750, Short, 35, 788>
< 600, BRU, 6090, VCE, 6190, Short, 35, 788>
< 601, BRU, 1770, VCE, 1870, Short, 96, 1010>
< 602, BRU, 3210, VCE, 3310, Short, 96, 1010>
< 603, BRU, 7530, VCE, 7630, Short, 53, 919>
< 604, VCE, 465, BRU, 570, Short, 85, 1040>
< 605, VCE, 1905, BRU, 2010, Short, 63, 661>
< 606, VCE, 3345, BRU, 3450, Short, 104, 821>
< 607, VCE, 4785, BRU, 4890, Short, 65, 710>
< 608, VCE, 6225, BRU, 6330, Short, 65, 710>
< 609, VCE, 7665, BRU, 7770, Short, 70, 750>
< 610, BRU, 9390, VCE, 9490, Short, 106, 838>
< 611, BRU, 750, VCE, 850, Short, 40, 955>
< 612, BRU, 3630, VCE, 3730, Short, 81, 789>
< 613, BRU, 5070, VCE, 5170, Short, 81, 789>
< 614, BRU, 6510, VCE, 6610, Short, 107, 801>
< 615, VCE, 9525, BRU, 9630, Short, 53, 1040>
< 616, VCE, 885, BRU, 990, Short, 81, 688>
< 617, VCE, 3765, BRU, 3870, Short, 91, 1021>
< 618, VCE, 5205, BRU, 5310, Short, 91, 1021>
< 619, VCE, 6645, BRU, 6750, Short, 86, 749>
< 620, BRU, 470, LYS, 555, Short, 32, 653>
< 621, BRU, 6230, LYS, 6315, Short, 32, 653>
< 622, BRU, 1910, LYS, 1995, Short, 75, 508>
< 623, BRU, 3350, LYS, 3435, Short, 75, 508>
< 624, BRU, 4790, LYS, 4875, Short, 75, 508>
< 625, BRU, 7710, LYS, 7795, Short, 52, 461>
< 626, LYS, 585, BRU, 675, Short, 80, 488>
< 627, LYS, 6345, BRU, 6435, Short, 80, 488>
< 628, LYS, 2025, BRU, 2115, Short, 45, 495>
< 629, LYS, 3465, BRU, 3555, Short, 45, 495>
< 630, LYS, 4905, BRU, 4995, Short, 45, 495>
< 631, LYS, 7825, BRU, 7915, Short, 91, 500>
< 632, BRU, 820, LYS, 905, Short, 86, 614>
< 633, BRU, 2260, LYS, 2345, Short, 86, 614>
< 634, BRU, 3700, LYS, 3785, Short, 86, 614>
< 635, BRU, 5140, LYS, 5225, Short, 86, 614>
< 636, BRU, 6580, LYS, 6665, Short, 86, 614>
< 637, BRU, 9460, LYS, 9545, Short, 86, 614>
< 638, LYS, 935, BRU, 1020, Short, 48, 448>
< 639, LYS, 2375, BRU, 2460, Short, 48, 448>
< 640, LYS, 3815, BRU, 3900, Short, 48, 448>
< 641, LYS, 5255, BRU, 5340, Short, 48, 448>
< 642, LYS, 6695, BRU, 6780, Short, 48, 448>
< 643, LYS, 9575, BRU, 9660, Short, 48, 448>
< 644, BRU, 950, LYS, 1035, Short, 101, 597>
< 645, BRU, 2390, LYS, 2475, Short, 101, 597>
< 646, BRU, 3830, LYS, 3915, Short, 101, 597>
< 647, BRU, 5270, LYS, 5355, Short, 101, 597>
< 648, BRU, 6710, LYS, 6795, Short, 101, 597>
< 649, LYS, 1065, BRU, 1155, Short, 70, 663>
< 650, LYS, 2505, BRU, 2595, Short, 70, 663>
< 651, LYS, 3945, BRU, 4035, Short, 70, 663>
< 652, LYS, 5385, BRU, 5475, Short, 70, 663>
< 653, LYS, 6825, BRU, 6915, Short, 70, 663>
< 654, BRU, 9770, LYS, 9855, Short, 104, 670>
< 655, BRU, 1130, LYS, 1215, Short, 105, 506>
< 656, BRU, 2570, LYS, 2655, Short, 105, 506>
< 657, BRU, 4010, LYS, 4095, Short, 105, 506>
< 658, BRU, 5450, LYS, 5535, Short, 105, 506>
< 659, BRU, 6890, LYS, 6975, Short, 105, 506>
< 660, LYS, 345, BRU, 435, Short, 76, 607>
< 661, LYS, 1785, BRU, 1875, Short, 65, 585>
< 662, LYS, 3225, BRU, 3315, Short, 65, 585>
< 663, LYS, 4665, BRU, 4755, Short, 65, 585>
< 664, LYS, 6105, BRU, 6195, Short, 65, 585>
< 665, LYS, 7545, BRU, 7635, Short, 65, 585>
< 666, BRU, 515, MRS, 620, Short, 37, 1012>
< 667, BRU, 1955, MRS, 2060, Short, 95, 668>
< 668, MRS, 650, BRU, 760, Short, 85, 957>
< 669, MRS, 2090, BRU, 2200, Short, 39, 814>
< 670, BRU, 695, MRS, 800, Short, 75, 776>
< 671, BRU, 2135, MRS, 2240, Short, 75, 776>
< 672, BRU, 3575, MRS, 3680, Short, 75, 776>
< 673, BRU, 5015, MRS, 5120, Short, 75, 776>
< 674, BRU, 6455, MRS, 6560, Short, 75, 776>
< 675, BRU, 9335, MRS, 9440, Short, 75, 776>
< 676, MRS, 830, BRU, 940, Short, 34, 819>
< 677, MRS, 2270, BRU, 2380, Short, 34, 819>
< 678, MRS, 3710, BRU, 3820, Short, 34, 819>
< 679, MRS, 5150, BRU, 5260, Short, 34, 819>
< 680, MRS, 6590, BRU, 6700, Short, 34, 819>
< 681, MRS, 9470, BRU, 9580, Short, 34, 819>
< 682, BRU, 1195, MRS, 1300, Short, 73, 934>
< 683, BRU, 2635, MRS, 2740, Short, 73, 934>
< 684, BRU, 4075, MRS, 4180, Short, 73, 934>
< 685, BRU, 5515, MRS, 5620, Short, 73, 934>
< 686, BRU, 6955, MRS, 7060, Short, 73, 934>
< 687, BRU, 9835, MRS, 9940, Short, 73, 934>
< 688, MRS, 320, BRU, 430, Short, 104, 786>
< 689, MRS, 1760, BRU, 1870, Short, 104, 786>
< 690, MRS, 3200, BRU, 3310, Short, 104, 786>
< 691, MRS, 4640, BRU, 4750, Short, 104, 786>
< 692, MRS, 6080, BRU, 6190, Short, 104, 786>
< 693, MRS, 7520, BRU, 7630, Short, 104, 786>
< 694, BRU, 9155, NCE, 9260, Short, 43, 812>
< 695, BRU, 515, NCE, 620, Short, 108, 1026>
< 696, BRU, 1955, NCE, 2060, Short, 108, 1026>
< 697, BRU, 3395, NCE, 3500, Short, 108, 1026>
< 698, BRU, 4835, NCE, 4940, Short, 108, 1026>
< 699, BRU, 6275, NCE, 6380, Short, 91, 797>
< 700, BRU, 7715, NCE, 7820, Short, 81, 961>
< 701, NCE, 9295, BRU, 9395, Short, 101, 793>
< 702, NCE, 655, BRU, 755, Short, 41, 807>
< 703, NCE, 3535, BRU, 3635, Short, 103, 921>
< 704, NCE, 4975, BRU, 5075, Short, 103, 921>
< 705, NCE, 6415, BRU, 6515, Short, 39, 911>
< 706, NCE, 7855, BRU, 7955, Short, 89, 936>
< 707, BRU, 770, NCE, 870, Short, 61, 655>
< 708, BRU, 2210, NCE, 2310, Short, 61, 655>
< 709, BRU, 3650, NCE, 3750, Short, 61, 655>
< 710, BRU, 5090, NCE, 5190, Short, 61, 655>
< 711, BRU, 6530, NCE, 6630, Short, 61, 655>
< 712, BRU, 7970, NCE, 8070, Short, 61, 655>
< 713, BRU, 9410, NCE, 9510, Short, 61, 655>
< 714, NCE, 905, BRU, 1010, Short, 72, 915>
< 715, NCE, 2345, BRU, 2450, Short, 72, 915>
< 716, NCE, 3785, BRU, 3890, Short, 72, 915>
< 717, NCE, 5225, BRU, 5330, Short, 72, 915>
< 718, NCE, 6665, BRU, 6770, Short, 72, 915>
< 719, NCE, 8105, BRU, 8210, Short, 72, 915>
< 720, NCE, 9545, BRU, 9650, Short, 72, 915>
< 721, BRU, 1100, NCE, 1205, Short, 97, 928>
< 722, BRU, 5420, NCE, 5525, Short, 97, 928>
< 723, BRU, 9740, NCE, 9845, Short, 97, 928>
< 724, BRU, 2540, NCE, 2645, Short, 39, 688>
< 725, BRU, 6860, NCE, 6965, Short, 93, 779>
< 726, NCE, 1240, BRU, 1345, Short, 72, 629>
< 727, NCE, 5560, BRU, 5665, Short, 72, 629>
< 728, NCE, 9880, BRU, 9985, Short, 72, 629>
< 729, NCE, 2680, BRU, 2785, Short, 89, 742>
< 730, NCE, 4120, BRU, 4225, Short, 97, 799>
< 731, NCE, 7000, BRU, 7105, Short, 96, 824>
< 732, BRU, 365, SXB, 425, Short, 73, 351>
< 733, BRU, 1805, SXB, 1865, Short, 91, 399>
< 734, BRU, 3245, SXB, 3305, Short, 92, 299>
< 735, SXB, 455, BRU, 510, Short, 101, 346>
< 736, SXB, 1895, BRU, 1950, Short, 43, 389>
< 737, SXB, 4775, BRU, 4830, Short, 43, 389>
< 738, SXB, 3335, BRU, 3390, Short, 30, 348>
< 739, BRU, 540, SXB, 600, Short, 50, 411>
< 740, SXB, 630, BRU, 685, Short, 51, 416>
< 741, BRU, 915, SXB, 975, Short, 101, 318>
< 742, BRU, 5235, SXB, 5295, Short, 66, 360>
< 743, BRU, 6675, SXB, 6735, Short, 85, 379>
< 744, SXB, 1005, BRU, 1060, Short, 103, 285>
< 745, SXB, 5325, BRU, 5380, Short, 107, 360>
< 746, SXB, 6765, BRU, 6820, Short, 42, 428>
< 747, BRU, 515, TLS, 620, Short, 92, 841>
< 748, BRU, 1955, TLS, 2060, Short, 36, 798>
< 749, TLS, 650, BRU, 760, Short, 107, 678>
< 750, TLS, 2090, BRU, 2200, Short, 54, 900>
< 751, BRU, 830, TLS, 935, Short, 46, 724>
< 752, BRU, 2270, TLS, 2375, Short, 46, 724>
< 753, BRU, 3710, TLS, 3815, Short, 46, 724>
< 754, BRU, 5150, TLS, 5255, Short, 46, 724>
< 755, BRU, 6590, TLS, 6695, Short, 46, 724>
< 756, BRU, 9470, TLS, 9575, Short, 46, 724>
< 757, TLS, 965, BRU, 1075, Short, 75, 997>
< 758, TLS, 2405, BRU, 2515, Short, 75, 997>
< 759, TLS, 3845, BRU, 3955, Short, 75, 997>
< 760, TLS, 5285, BRU, 5395, Short, 75, 997>
< 761, TLS, 6725, BRU, 6835, Short, 75, 997>
< 762, TLS, 9605, BRU, 9715, Short, 75, 997>
< 763, BRU, 9815, TLS, 9920, Short, 106, 940>
< 764, BRU, 1175, TLS, 1280, Short, 44, 828>
< 765, BRU, 2615, TLS, 2720, Short, 44, 828>
< 766, BRU, 4055, TLS, 4160, Short, 44, 828>
< 767, BRU, 5495, TLS, 5600, Short, 44, 828>
< 768, BRU, 6935, TLS, 7040, Short, 44, 828>
< 769, TLS, 320, BRU, 430, Short, 67, 1024>
< 770, TLS, 1760, BRU, 1870, Short, 58, 876>
< 771, TLS, 3200, BRU, 3310, Short, 58, 876>
< 772, TLS, 4640, BRU, 4750, Short, 58, 876>
< 773, TLS, 6080, BRU, 6190, Short, 58, 876>
< 774, TLS, 7520, BRU, 7630, Short, 58, 876>
};
// STOP_FLIGHTLEGS
oneStopFlights = {  
};
